ID,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07
180,0,0,0,0,0,8,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,8,0,5,3,28,29,7,,,,,4,3,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,
182,5,18,4,10,12,38,0,2,0,18,13,24,7,30,26,3,0,17,2,306,53,175,11,36,14,38,26,53,28,22,82,20,0,7,8,59,7,0,0,15,45,0,0
183,84,42,25,25,171,199,86,49,197,325,131,199,125,119,255,78,139,367,217,157,145,240,167,78,46,67,192,246,190,57,127,168,155,291,178,191,81,175,151,117,236,104,37
184,5,32,46,54,73,23,,5,91,28,348,24,31,60,47,110,65,88,66,71,91,24,12,20,46,39,56,133,73,26,54,46,187,124,62,77,46,63,186,155,216,121,0
185,,,,,,,,,,,,,,,,,,,0,64,41,88,32,92,200,150,129,148,200,143,56,97,107,111,88,269,340,801,799,190,390,271,69
186,1,2,5,5,0,1,4,35,0,0,42,0,4,0,0,2,9,4,6,1,0,4,0,4,0,0,0,0,6,0,7,0,0,6,0,4,0,,,,,,
187,,,,,120,91,13,56,128,98,67,2,13,60,0,18,88,130,43,63,14,0,17,13,14,273,132,201,212,193,317,242,122,48,18,47,39,14,19,83,61,17,14
188,9,10,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,71,8
189,85,53,64,58,103,242,217,196,220,258,295,121,152,335,402,239,400,310,234,366,173,231,101,115,125,116,171,318,200,317,224,284,243,153,204,103,149,278,134,272,296,242,23
190,140,185,164,188,236,168,483,377,436,666,440,216,190,182,142,400,273,98,130,62,310,63,41,49,31,58,17,98,82,28,133,34,84,25,262,86,288,193,10,21,36,52,0
191,34,32,38,35,65,86,205,189,213,334,209,16,151,84,131,101,116,103,121,166,96,142,115,23,123,169,73,157,108,96,114,111,128,145,89,51,133,98,86,111,112,99,17
192,104,162,273,324,491,409,326,480,472,415,583,91,453,304,343,518,395,329,329,280,297,217,251,51,305,296,279,360,251,272,289,306,304,323,275,102,222,254,276,89,181,219,20
193,,,,,,0,19,16,21,2,0,7,8,0,14,10,0,13,8,0,2,6,0,0,2,0,0,0,15,0,0,0,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,0,0,11,6,6,9,3,12,3,3,4,2,1,9,3,5,6,3,3,3,3,4,0
195,80,95,18,41,105,209,181,49,198,104,164,47,126,194,76,119,151,189,123,195,232,88,54,59,46,16,36,93,75,22,65,68,68,184,180,109,11,54,32,1,13,0,0
196,3,1,12,10,0,15,9,13,7,25,1,0,5,1,3,2,0,1,7,0,0,0,5,2,7,0,3,2,4,0,10,6,22,1,0,4,7,4,10,49,52,0,4
197,1,0,1,20,64,0,,,,,,,,,,,,5,198,73,134,71,34,56,94,21,12,31,57,30,18,26,28,41,16,0,0,28,60,25,3,15,1
198,0,0,0,0,8,0,18,5,10,3,21,17,13,5,14,1,5,7,0,0,27,0,0,12,1,19,20,12,14,47,10,0,10,21,24,1,0,0,0,0,42,13,0
199,14,3,10,11,44,1,14,37,14,48,0,3,16,36,45,39,79,8,7,40,24,0,5,0,0,1,3,47,44,19,27,14,80,3,17,8,28,9,10,20,18,4,0
200,95,47,82,55,97,87,185,45,310,101,187,112,65,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,5,5,6,75,101,198,95,176,65,58,105,26,89,87,116,92,64,46,92,102,45,245,54,31,70,40,130,339,220,107,145,200,126,142,79,129,89,170,83,160,149,139,14
202,,,,,,,,,,,,,,,,,,,,,,,,,,44,38,28,21,51,33,15,67,45,13,30,34,15,22,29,19,11,0
203,,,,,,,,,,,,,,,,,,1,18,18,22,1,44,12,23,29,0,18,0,0,2,11,4,30,2,11,18,8,10,10,9,0,0
204,1,1,0,3,13,15,53,72,23,3,68,0,22,2,12,30,1,31,72,11,20,43,5,0,15,12,18,25,20,14,25,21,19,6,30,0,8,0,0,31,13,1,0
205,7,8,4,15,18,25,41,13,35,73,86,12,34,17,21,13,37,15,8,17,4,22,5,8,25,2,19,8,27,3,36,19,14,12,18,7,4,23,9,6,3,21,1
206,0,0,0,0,,,,,,,,,,,13,1,15,20,5,20,6,45,14,4,7,8,4,30,6,8,3,3,2,6,7,0,6,0,4,6,9,4,0
207,36,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1,7,0,0,6,5,2,0,17,3,0,3,6,2,4,2,1,13,19,24,30,60,14,18,18,19,30,29,17,8,10,10,18,15,17,4,10,14,13,8,5,5,1
209,2,10,34,10,34,10,9,65,17,131,25,64,82,36,37,9,47,34,36,85,24,67,15,41,19,45,5,21,38,58,57,55,21,65,28,27,18,59,6,9,6,13,1
210,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
211,0,0,0,0,0,0,0,0,17,7,0,3,14,2,53,22,7,32,13,2,1,5,0,8,19,28,2,1,1,8,6,6,2,2,13,22,10,19,3,5,3,3,1
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,10,2,1
213,4,10,16,21,33,86,91,81,62,222,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,5,10,4,7,8,16,19,7,18,7,4,5,10,4,10,2,8,7,17,7,7,10,17,3,13,8,4,27,33,29,19,11,10,22,11,4,10,9,8,3,11,11,0
215,0,0,0,0,0,0,0,0,0,0,0,78,6,9,19,43,51,6,19,11,12,30,26,3,1,3,1,0,0,14,8,63,2,0,21,0,0,1,32,3,14,12,10
216,1,3,10,14,29,7,3,0,8,0,47,8,0,0,7,0,0,5,0,0,4,1,0,6,0,23,7,55,5,11,6,16,0,44,20,10,0,25,23,5,11,15,0
217,12,23,24,28,37,45,29,104,75,292,666,68,89,88,126,147,220,209,159,204,92,242,65,92,200,272,58,168,338,127,162,268,315,297,145,88,46,69,96,59,72,57,1
218,,,0,0,0,0,31,82,80,162,140,27,38,42,18,12,52,21,44,34,34,37,39,15,45,35,44,33,53,19,37,39,34,23,26,28,48,31,30,36,26,23,1
219,,,,,,,0,6,1,5,3,5,4,9,2,6,4,5,3,4,9,4,5,3,9,8,11,3,1,1,12,1,6,9,1,4,6,2,1,6,2,3,0
220,,,,,,,,,,,,,,,,,,,,,,,0,21,0,41,15,52,90,1,,,,,,,,,,,,,
221,,,,33,20,40,3,8,11,39,40,7,18,20,9,31,29,31,3,30,16,11,11,4,2,12,18,35,13,18,68,49,28,67,47,12,17,31,21,92,49,31,36
222,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,0,0,0,1,43,22,0,0,0,5,0,0,,,
223,0,1,3,0,13,0,4,102,11,0,0,8,0,0,54,0,38,5,39,147,214,174,172,120,131,143,154,123,174,354,263,251,162,59,123,31,60,2,8,10,18,4,0
224,0,0,0,0,0,0,0,0,97,0,5,0,0,20,27,4,28,1,0,2,1,0,0,12,0,0,0,2,3,11,12,1,3,1,0,8,0,22,0,36,2,8,6
225,16,72,30,21,21,41,18,49,24,51,15,31,6,9,12,5,13,2,52,18,45,45,21,24,6,6,35,1,0,29,6,1,10,7,7,2,9,0,0,10,5,19,0
226,1,1,3,8,7,17,11,10,29,59,3,16,10,12,13,23,3,28,115,14,12,152,49,0,43,110,127,153,162,232,139,128,137,105,162,101,241,75,66,48,72,87,0
227,0,6,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,5,4,7,10,0,25,3,0
228,58,43,18,21,65,57,33,57,105,80,160,36,166,124,85,62,63,47,190,172,75,115,97,71,115,109,142,156,144,112,137,144,85,146,130,77,91,81,100,66,150,120,31
229,11,13,13,22,57,6,20,6,0,9,6,0,10,4,3,0,0,5,4,31,7,3,8,0,0,13,4,1,2,11,9,22,0,0,0,24,5,0,0,,,,
230,16,30,20,67,115,41,109,98,138,71,113,42,84,89,97,49,51,55,55,74,52,49,54,22,37,30,52,84,28,32,82,97,54,48,85,42,125,90,51,36,60,69,46
231,,,,,,0,5,47,25,14,0,18,0,13,24,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,33,43,18,10,27,28,6,13,13,4,0,28,1,25,1,7,0,2,13,7,13
233,2,4,7,12,8,30,18,35,10,34,54,11,14,6,26,24,28,21,24,41,6,6,4,25,0,45,4,65,74,20,16,52,5,9,20,13,3,19,16,22,108,9,0
234,4,19,6,9,6,10,9,3,29,25,41,3,31,6,1,9,14,1,5,1,1,3,12,9,15,0,4,2,6,2,1,4,1,1,3,1,1,4,2,2,1,4,0
235,4,29,18,73,56,187,76,180,112,167,222,50,97,96,77,106,120,60,45,44,15,21,30,5,48,46,50,32,15,51,19,34,76,79,31,22,12,30,67,60,57,40,6
236,,0,42,32,34,2,58,93,36,119,81,1,51,73,346,159,244,513,125,313,206,151,428,215,275,359,474,482,283,267,580,452,289,251,181,144,241,114,367,427,431,170,26
237,0,2,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,,,,9,15,0,0,0,0,0,0,0,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,
239,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,63,13,16,26,36,0,37,19,21,0,0,36,6,0,0,0,0,13,0,9,17,0,17,0
240,0,0,0,,,,,0,10,13,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,27,40,21,32,58,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,0,216,54,112,143,358,674,391,523,427,400,436,361,419,521,1636,1231,1993,1539,999,1347,3018,1995,1250,2044,1536,1724,814,220,360,344,307,497,633,868,250,244,492,408,450,431,423,186
244,6,18,45,43,85,144,83,86,30,152,97,11,33,91,39,41,52,49,23,15,15,51,34,37,20,25,8,30,35,62,37,17,21,9,67,29,8,14,23,42,11,0,0
245,0,0,0,0,0,0,0,53,0,24,47,0,0,0,0,0,0,40,0,1,0,0,0,0,0,5,0,41,2,0,1,4,0,6,7,5,7,1,0,13,0,12,0
246,1,0,11,25,19,1,25,17,43,0,15,0,1,34,13,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,200,45,2,7,0
248,0,1,0,0,3,7,7,1,3,13,8,26,5,0,7,1,0,4,2,0,0,43,0,4,0,0,0,0,0,0,0,3,4,0,0,0,12,2,0,0,0,0,0
249,6,6,7,30,27,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,3,14,45,35,27,116,59,80,51,168,36,75,205,130,73,47,195,105,80,111,120,161,96,43,61,152,98,88,137,119,90,62,51,68,153,67,219,188,141,206,105,78,5
251,5,4,0,17,13,5,12,64,83,115,238,0,13,90,1,1,0,8,0,12,2,14,10,2,0,0,9,8,20,56,46,83,44,48,18,5,14,0,3,43,1,0,0
252,0,0,0,0,104,7,,,,,11,0,0,44,37,22,0,30,0,18,21,0,2,54,18,7,33,8,0,0,23,4,7,6,1,0,9,11,13,18,4,4,1
253,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,7,0,4,0,0,,,,,,,,,,,,,,,
254,,,1,0,0,0,0,0,0,0,0,0,0,0,50,40,37,30,43,26,3,44,86,15,14,37,0,0,0,38,69,12,21,7,40,13,2,5,1,6,23,23,0
255,6,32,25,53,77,48,57,55,26,5,152,7,37,16,46,32,22,9,18,22,2,32,4,5,6,10,17,6,6,3,22,7,17,16,9,7,23,13,26,22,42,45,2
256,2,2,11,7,17,19,9,92,110,89,21,7,5,33,25,40,36,34,28,22,6,14,18,74,78,43,47,20,21,32,41,39,53,14,8,9,7,21,28,20,13,14,1
257,6,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,4,2,7,6,2,16,5,5,0
258,5,19,28,48,106,116,197,71,176,142,131,89,85,63,98,35,120,166,60,77,138,79,34,61,51,39,5,24,10,19,37,30,12,39,1,0,8,62,23,21,7,7,0
259,2,1,2,4,8,13,2,11,6,19,33,0,14,11,12,0,19,9,1,19,9,8,7,0,10,5,8,13,5,4,12,14,4,5,3,1,8,2,13,5,3,3,3
260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,71,27,38,8,29,20,46,17,33,35,25,31,18,0
261,15,13,2,13,9,31,33,12,39,12,14,0,10,32,4,44,17,53,30,45,49,24,33,53,39,19,17,69,55,0,57,15,49,10,20,18,42,18,23,21,37,14,0
262,9,28,0,0,7,6,13,1,0,50,66,12,15,10,9,12,84,6,6,22,28,54,36,10,36,11,29,47,28,14,39,2,18,3,6,2,46,9,20,3,9,24,2
263,9,0,0,8,6,0,0,0,23,18,46,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0,0,0,0,0,0,0,,,,,
264,,,,,,,,,,,0,153,47,46,57,54,26,33,20,13,7,18,17,7,11,3,3,22,3,2,0,6,3,4,1,0,0,12,0,0,0,,
265,,,,,,,,,,0,46,33,16,15,23,3,55,41,17,12,71,15,20,0,11,1,23,29,28,23,10,7,25,22,8,8,78,0,0,0,15,20,0
266,0,0,0,0,19,3,0,10,63,12,16,1,13,21,32,13,6,10,1,21,4,12,0,68,147,28,59,77,20,36,72,23,13,26,17,6,46,13,0,13,8,13,0
267,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2,5,0,1,11,10,32,27,59,65,28,18,52,49,145,4,81,7,53,78,54,29,58,59,105,6,68,54,33,3,31,51,16,3,13,1,49,24,0,150,36,42,31
269,0,4,3,0,0,6,0,3,6,0,65,5,12,19,7,20,3,1,0,4,5,5,3,0,0,3,1,0,1,3,0,0,2,0,0,0,16,0,5,1,2,0,0
270,0,0,0,0,,,,,,,41,0,33,7,114,0,12,61,8,3,2,10,7,21,52,36,18,33,6,27,35,34,1,51,27,18,15,43,11,26,2,20,0
271,7,0,0,0,4,0,0,0,0,2,6,0,0,0,0,5,19,14,0,7,0,0,0,0,0,0,0,2,0,6,3,0,0,8,0,2,0,4,0,2,2,0,0
272,22,5,2,16,7,12,0,,,,,,,,,,21,115,65,46,53,28,25,23,30,28,15,25,2,12,13,23,13,15,15,55,6,4,8,20,18,5,0
273,17,17,44,25,48,56,92,111,111,92,92,51,27,77,87,55,82,42,63,42,47,44,27,52,46,64,32,45,22,43,126,49,46,74,20,25,36,33,29,21,4,3,0
274,1,3,6,8,301,70,39,18,77,67,87,83,67,84,27,61,69,60,101,25,59,100,37,11,65,62,111,91,94,133,116,59,49,120,90,96,125,48,111,77,114,67,0
275,2,12,3,34,96,19,19,29,48,76,33,18,25,48,53,72,96,68,54,123,71,64,73,19,41,66,50,39,55,43,42,80,52,49,29,19,28,44,33,33,6,18,4
276,4,19,53,27,40,49,48,30,40,3,1,1,4,16,3,0,5,11,37,25,61,58,5,0,2,0,0,0,1,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
278,1,0,1,4,3,9,37,7,177,166,55,36,54,52,26,38,25,22,63,33,15,32,36,84,8,10,2,39,65,66,12,17,35,14,18,0,0,3,0,2,1,0,0
279,3,0,16,2,6,9,3,2,7,6,2,5,2,1,8,23,5,11,6,19,9,7,6,7,4,7,6,3,4,9,4,6,3,24,12,24,18,22,12,11,5,7,0
280,33,46,104,86,194,211,380,702,954,1801,479,125,203,392,264,209,224,218,150,32,,,,,,,,,,,,,,,,,,,,,,,
281,,,,,,,,,,,,,,,,,,,,81,5,0,0,0,12,1,16,0,0,0,0,2,0,0,0,0,0,8,1,1,3,0,0
282,0,2,5,0,18,11,2,2,0,0,0,0,3,0,0,2,2,11,12,5,0,3,0,0,1,5,0,2,0,2,0,0,0,0,0,0,0,0,3,15,4,6,0
283,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,0,11,6,32,14,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
285,,,,,,,,,,,,,,,,,,,,,17,5,0,3,18,44,15,6,7,0,0,,,,,,,,,,,,
286,,,,,,,,,,,,,,,49,55,78,45,87,20,41,110,71,131,20,45,28,102,23,8,1,26,44,160,19,27,12,19,39,18,81,19,4
287,1,5,3,0,0,,,,,,,,,,,,,,19,30,9,5,13,8,9,17,0,4,3,18,16,10,30,5,50,19,21,48,24,16,18,3,0
288,12,41,11,37,45,36,294,145,178,,,,,,,,51,86,91,176,292,279,435,376,308,490,371,243,216,135,198,340,572,480,398,651,309,440,319,409,403,87,8
289,4,1,6,5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,6,9,3,0,0,,,,,,,,,,,,,,,,,,10,8,6,15,19,7,11,7,9,15,7,7,10,8,12,7,5,11,11,9,3
291,3,4,10,26,64,71,14,22,17,109,86,6,47,28,65,40,79,22,39,48,17,30,23,43,50,64,18,46,31,45,17,5,61,61,34,16,35,16,32,22,70,33,4
292,,,0,26,25,20,17,106,67,34,94,7,52,19,18,22,8,32,72,51,5,38,,,,,,,,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,,,,,24,23,9,4,0,3,4,6,2,8,0,4,0,0,0,6,0,5,3,6,2,1,0,2,0
294,1,2,5,6,26,8,18,14,1,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,0,0,1,8,2,7,16,25,24,1,7,11,8,14,23,16,8,10,6,12,3,4,7,4,0,4,5,5,9,4,8,5,2,7,2,4,4,2,3,2,8,2,2
296,,,,,,,,,,,,,,,,,,,,,,,,,103,50,50,50,59,126,136,136,151,151,126,136,170,175,104,125,87,118,11
297,,,,,,,,,,,0,35,51,35,3,31,58,58,95,14,8,15,11,5,11,20,28,26,7,12,62,32,19,13,14,5,0,15,0,16,0,29,0
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,47,80,94,27,34,53,61,62,38,66,7
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,37,26,21,8,3,17,17,15,7,15,17,3
300,3,2,6,22,19,34,52,40,200,84,229,21,33,50,56,84,86,43,98,45,61,64,60,39,48,23,23,44,22,22,31,24,37,46,26,12,12,15,19,13,21,56,2
301,0,0,0,54,48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,23,20,30,17,65,42,47,70,30,35,57,2,22,24,20,22,27,49,56,16,16,18,43,0,69,82,116,59,45,32,113,67,163,199,156,13,48,31,20,61,75,39,1
303,,,,,,,,,,,,,,,,,0,211,170,189,116,90,47,72,76,79,135,125,59,101,133,49,65,96,30,105,128,52,93,97,80,152,5
304,3,58,1,4,1,19,2,0,10,67,0,6,11,16,0,4,3,2,0,0,0,3,1,1,9,0,20,7,5,1,0,26,8,10,29,31,0,3,0,14,4,0,0
305,27,58,116,95,171,285,267,226,373,252,294,81,107,178,318,121,139,191,40,60,62,58,13,30,64,191,145,156,154,96,47,23,37,72,32,36,41,88,67,74,125,164,21
306,,,,,,,,,,,,,,,,,0,0,25,13,34,56,21,2,0,31,5,3,0,,,,,,,,,,,,,,
307,16,6,21,1,35,108,30,0,0,0,5,8,0,0,17,58,0,0,0,7,0,43,0,9,0,0,5,0,0,0,,,,,,,,,,,,,
308,,,,,,,,,,0,36,0,0,0,1,2,0,4,0,9,8,0,,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,2,6,28,0,1,4,6,3,0,0,0
310,,,,,,44,22,9,0,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,0,2,0,0,2,33,2,5,5,0,17,8,2,4,24,23,6,15,6,26,25,11,4,12,6,7,6,11,32,3,12,9,14,9,10,3,9,21,5,5,23,9,0
312,,,,,,,,,,,,,,,,,,,,,357,0,267,,,,,,,,,,,,,,,,,,,,
313,0,3,2,0,0,12,2,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2,14,169,129,37,96,15,74,57,53,19,10,30,120,60,53,58,70,40,18,45,46,15,8,8,55,29,23,50,37,18,36,64,65,42,0,52,11,13,4,8,9,0
315,0,1,3,5,13,15,0,12,24,23,19,15,18,16,1,24,33,30,5,2,30,6,1,7,7,1,6,7,10,0,10,9,6,2,33,7,6,0,4,0,2,6,3
316,0,0,3,8,55,6,33,28,7,5,3,15,52,22,3,14,26,28,13,28,17,7,16,9,11,1,11,52,16,12,6,1,3,8,2,4,2,21,16,25,1,11,5
317,8,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,37,26,24,176,118,103,21,87,61,105,0,15,29,39,23,20,9,5,25,19,17,2,4,7,10,12,13,8,10,7,13,1,0,0,,,,,,,,,
319,0,0,6,0,11,10,71,36,25,27,0,49,40,98,15,14,23,15,16,41,16,1,12,14,8,27,9,98,16,42,17,28,26,69,12,51,50,25,39,36,49,44,11
320,2,5,22,8,5,32,4,8,7,22,30,13,5,14,13,18,44,25,7,40,34,29,11,45,95,43,79,90,32,16,48,10,24,30,4,17,75,9,27,87,55,94,0
321,12,1,1,14,20,84,32,13,79,22,119,42,24,70,17,34,86,36,94,15,15,10,2,12,15,29,50,5,45,4,12,22,32,41,41,35,17,19,25,14,55,6,0
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,55,58,28,21,22,15,0
323,0,0,0,6,4,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1,4,21,14,13,20,13,3,15,6,51,14,53,10,28,10,9,4,6,23,3,50,22,29,67,0,,,,,,,,,,,,,,,,,
325,0,0,4,11,2,10,10,84,22,298,193,40,32,38,176,139,61,66,35,79,79,70,43,123,36,188,143,119,87,68,80,95,119,156,236,97,194,83,46,120,168,141,16
326,,,,,,,,,,0,7,60,4,9,12,15,64,14,7,6,7,13,15,0,15,5,0,5,34,4,10,14,25,20,5,10,7,7,7,6,43,12,0
327,0,0,2,0,0,0,1,0,4,11,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,,,,,,,,,,,,,,,,,,,,,,,,,,23,6,6,1,1,0,0,0,0,0,,,,,,,,
329,3,3,16,,32,12,0,19,6,36,14,4,45,9,28,26,14,82,89,60,53,78,50,23,50,101,38,80,100,101,264,115,86,76,69,39,66,48,89,39,53,38,9
330,1,3,6,7,5,10,9,2,4,0,10,2,0,8,8,20,15,1,8,21,8,1,8,12,2,13,4,6,2,2,0,11,4,27,0,0,1,3,0,0,6,0,0
331,,,,0,48,28,1,48,0,13,110,0,47,2,34,1,62,41,8,46,3,0,15,11,0,20,7,5,6,10,1,0,9,30,41,15,15,45,42,44,41,29,0
332,,,,,,,,,,,,,,,,,,,,,,,0,0,47,24,12,19,45,38,9,20,80,86,38,13,46,47,18,4,11,5,0
333,,,,,,,,,,,0,32,30,18,64,14,33,13,20,22,43,13,0,,,,,,,,,,,,,,,,,,,,
334,6,12,14,13,35,53,48,65,31,5,84,13,39,42,30,24,41,38,16,32,50,20,40,1,15,0,3,24,6,16,4,8,10,12,18,5,31,14,15,2,9,10,0
335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,74,57,5,3,1,26,16,38,,,
336,140,30,0,,,,,,,,,,,,,,,89,68,30,42,41,27,29,114,64,48,47,22,17,43,29,65,41,55,20,28,77,39,24,42,53,23
337,29,30,37,51,169,391,288,357,809,305,229,338,360,307,184,403,485,407,318,192,172,216,272,241,344,209,219,207,389,146,258,166,137,290,177,100,405,266,81,236,168,180,0
338,1,11,2,12,23,11,37,17,18,26,18,1,29,4,2,5,18,10,13,3,3,11,6,0,5,13,10,16,14,15,6,7,5,15,3,2,2,4,7,13,11,12,2
339,0,15,13,2,0,19,2,1,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,,,,,0,34,32,20,57,13,22,62,43,74,45,6,36,11,36,56,71,6,10,32,62,25,14,0,4,4,18,23,5,6,5,0,24,38,12,67,114,7
341,11,2,2,0,0,0,,,,,,,,6,59,35,43,15,6,5,22,70,54,12,8,40,53,61,48,75,12,37,52,29,47,15,22,14,7,19,66,29,0
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,89,50,36,41,120,32,68,30,10,7,4,12,0
343,0,3,2,0,,10,1,6,2,17,12,2,0,1,9,10,33,20,14,48,2,20,4,4,46,43,33,58,89,36,63,25,34,45,49,12,43,30,8,14,45,45,0
344,,,,,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
345,5,8,1,13,3,11,15,8,6,59,326,11,2,37,9,4,12,29,6,42,57,46,67,39,46,27,32,16,12,6,25,14,27,13,10,28,8,23,1,7,7,4,0
346,0,1,0,0,0,8,0,7,0,0,0,1,1,0,3,0,0,15,3,0,6,1,0,0,0,2,5,4,2,1,1,3,5,2,0,0,0,14,0,3,0,1,0
347,17,38,9,44,39,45,123,111,91,29,80,20,21,52,58,32,51,51,77,80,48,27,25,67,52,64,32,67,52,23,48,31,12,53,55,27,53,44,117,98,66,87,10
348,1,12,5,4,93,26,35,38,97,65,32,4,23,38,68,6,71,57,39,31,45,15,5,6,37,36,3,11,5,12,26,34,22,33,5,8,7,6,20,40,50,30,0
349,1,9,1,0,20,6,45,59,50,47,39,23,56,23,62,13,62,15,40,49,86,38,27,29,74,87,44,21,7,31,68,89,120,27,74,28,102,41,95,31,83,72,7
350,0,11,0,0,0,36,1,3,5,3,5,4,8,3,0,0,16,5,4,0,0,9,1,0,2,40,0,0,0,,,,,,,,,,,,,,
351,,0,16,17,22,97,73,69,85,146,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,23,10,3,10,,,,,,,,,,,,,0,77,43,132,40,39,25,10,61,32,66,61,111,69,472,35,39,27,585,44,13,152,73,52,132,47,16
353,0,0,0,0,0,0,0,0,0,23,45,3,16,2,14,6,1,1,10,12,3,7,1,2,0,16,0,11,0,2,5,2,5,3,1,1,1,1,4,4,2,1,0
354,18,7,6,11,14,7,9,8,11,40,10,9,6,11,9,7,5,7,10,2,1,3,2,5,5,0,0,8,8,11,3,14,31,16,5,5,24,28,12,7,0,4,0
355,,,,,,,,,,,,,,,,,,,10,154,74,53,14,61,5,15,43,80,77,38,88,27,15,7,19,15,24,24,15,4,7,2,0
356,2,8,0,0,49,25,5,18,26,141,0,0,0,0,1,7,20,6,0,13,4,26,14,10,1,58,46,23,13,15,27,8,12,32,25,18,17,0,0,0,17,2,0
357,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,31,23,2,13,33,6,65,109,20,20,103,44,32,26,14,4,9,7,1,110,42,18,3,25,7,7,15,11,49,10,1,0,38,6,1,11,12,7,0,0,6,3,2
359,0,0,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,0,37,8,9,12,11,14,10,12,8,8,15,12,15,8,9,11,1,13,8,20,8,10,12,29,26,10,20,10,10,21,29,15,10,12,10,17,10,19,4
361,,,0,39,14,4,34,0,0,0,0,0,0,0,18,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
